total_people,tap_closure_days_per_week,avg_daily_usage,hourly_usage,weekly_usage,monthly_usage,remaining_units,usage_per_person,usage_spike,consumption_risk,leak_detected
4,3,427.91,1.53,2520.21,12708.16,10.12,106.98,0.1896,Medium,0
5,3,204.53,3.64,1227.24,5517.67,581.26,40.91,0.455,Low,0
5,4,309.2,12.23,1887.04,9088.18,34.42,61.84,1.0121,Low,0
2,1,177.98,7.59,1263.48,5332.33,50.65,88.99,0.9283,Medium,0
3,4,180.4,13.06,1179.33,5321.8,13.46,60.13,1.7784,Low,0
3,2,256.02,0.46,1784.41,8074.13,99.72,85.34,0.01,Medium,0
2,3,61.34,5.85,452.83,1839.38,8.94,30.67,2.2704,Low,0
1,3,63.72,6.08,426.64,1821.12,128.06,63.72,2.2102,Low,0
2,4,97.82,3.88,774.99,3067.1,453.43,48.91,0.7848,Low,0
5,0,413.43,10.63,3434.14,11445.0,104.8,82.69,0.5916,Medium,0
4,2,210.92,4.84,1348.74,5613.16,145.42,52.73,0.5208,Low,0
3,2,238.52,16.47,2134.07,7960.14,328.85,79.51,1.5817,Medium,0
4,2,296.02,0.24,2114.4,8129.27,12.51,74.0,0.1177,Medium,0
5,2,267.73,6.15,1772.47,7446.98,128.44,53.55,0.4879,Low,0
3,1,209.28,5.36,1265.57,6435.37,39.27,69.76,0.5366,Medium,0
3,3,129.63,0.43,914.57,4334.43,151.85,43.21,0.1465,Low,1
1,1,30.19,2.86,217.4,798.14,1049.69,30.19,2.182,Low,1
4,1,319.9,11.62,2316.57,10324.72,442.04,79.97,0.8576,Medium,0
3,0,249.13,7.85,1754.7,6884.29,177.57,83.04,0.9334,Medium,0
3,4,106.83,13.29,601.64,3558.46,5.06,35.61,2.8988,Low,1
3,3,227.5,5.39,1843.19,7200.93,386.16,75.83,0.5942,Medium,0
4,2,342.69,33.89,2597.01,11336.65,401.37,85.67,2.4168,Medium,1
4,3,133.22,0.35,987.44,3772.19,11.66,33.3,0.0465,Low,0
3,2,244.75,8.81,2276.16,7426.98,5.89,81.58,0.9425,Medium,1
1,3,166.05,0.63,1040.07,4548.16,2265.06,166.05,0.0628,High,1
4,2,247.78,7.08,1673.85,7488.86,129.33,61.94,0.6295,Medium,0
6,2,338.32,5.98,2711.44,10513.47,258.65,56.39,0.4058,Low,0
5,4,681.79,23.85,6564.22,18141.46,77.49,136.36,0.8847,High,0
9,2,577.88,0.6,3786.69,16051.22,112.62,64.21,0.01,Medium,0
2,3,95.27,7.88,704.06,2679.44,587.1,47.64,1.8293,Low,0
2,3,87.8,2.23,672.85,2726.57,1846.13,43.9,0.59,Low,0
4,4,207.87,21.2,1576.8,5951.42,521.16,51.97,2.4186,Low,0
2,4,93.05,0.35,558.68,2670.24,46.18,46.52,0.1818,Low,0
1,2,62.61,5.35,426.72,1786.12,51.58,62.61,2.1608,Medium,0
3,5,78.45,0.11,509.61,2152.72,110.22,26.15,0.0296,Low,0
2,2,189.76,4.94,1182.58,6054.07,24.92,94.88,0.5937,Medium,0
2,4,122.39,0.27,979.9,3280.72,3.75,61.2,0.136,Low,0
7,1,451.62,11.81,3111.54,13011.05,450.33,64.52,0.6958,Medium,0
2,2,83.08,2.36,619.74,2678.68,16.14,41.54,0.7069,Low,0
2,1,121.33,0.31,1021.95,3399.07,2298.46,60.66,0.0763,Medium,0
2,2,139.91,2.73,890.51,4177.42,438.08,69.96,0.4719,Medium,0
5,4,320.47,1.01,2713.26,9037.54,130.99,64.09,0.0623,Low,0
5,2,863.74,4.74,7256.59,23298.47,24.33,172.75,0.0971,High,1
2,2,197.09,3.75,1432.45,5547.98,11.07,98.54,0.4005,Medium,0
2,2,398.77,7.73,3129.06,12392.38,1353.47,199.38,0.4939,High,1
5,2,383.03,7.93,2222.05,12770.75,1.43,76.61,0.4954,Medium,1
2,0,131.99,0.22,843.62,3551.43,140.55,66.0,0.1641,Medium,0
9,3,366.04,30.22,3146.48,11984.23,75.7,40.67,1.9676,Low,1
4,5,242.9,20.33,1894.55,7481.59,13.81,60.72,2.1897,Low,0
2,3,208.94,3.63,1383.05,5534.38,73.24,104.47,0.3104,Medium,0
6,4,337.84,125.08,3229.6,11093.43,9.73,56.31,8.8063,Low,1
3,3,212.27,15.78,2093.24,6350.41,10.48,70.76,1.7725,Medium,0
2,0,95.05,0.26,677.01,3030.07,2.3,47.52,0.1733,Low,0
3,3,193.81,22.57,1561.35,5182.13,180.13,64.6,2.7611,Low,0
5,5,252.47,16.7,1535.96,6826.21,2042.61,50.49,1.5423,Low,0
2,3,81.11,6.56,535.63,2427.35,336.83,40.56,1.9245,Low,0
3,3,146.16,20.08,1038.67,3953.14,11.08,48.72,3.242,Low,1
1,3,96.71,2.44,657.51,2738.87,142.18,96.71,0.6796,Medium,0
6,4,341.51,2.01,2804.84,10944.53,4.69,56.92,0.289,Low,1
3,3,267.86,28.34,2098.83,7628.97,2292.54,89.29,2.5929,Medium,0
2,3,102.62,0.27,736.14,2845.1,54.68,51.31,0.0292,Low,0
4,0,130.26,0.38,1071.49,4223.64,34.93,32.56,0.1414,Low,1
5,1,353.84,6.65,2546.95,11455.58,2.65,70.77,0.3117,Medium,1
5,3,388.19,10.72,2196.7,11590.96,268.26,77.64,0.6692,Medium,0
3,3,87.59,0.5,754.52,2681.47,133.46,29.2,0.2196,Low,0
5,2,259.04,7.81,1717.26,7630.03,134.79,51.81,0.6768,Low,0
3,3,145.54,0.66,1080.51,4457.59,11.77,48.51,0.1098,Low,0
1,2,56.69,0.87,316.74,1814.35,321.9,56.69,0.4223,Low,0
6,2,340.01,0.58,2630.25,10347.91,125.94,56.67,0.014,Medium,0
4,1,523.41,39.94,3770.41,16213.78,543.68,130.85,1.7201,High,0
4,3,233.1,5.75,1396.34,6198.12,270.75,58.28,0.5238,Low,0
7,2,183.17,0.2,1468.21,4845.65,39.54,26.17,0.01,Low,0
4,4,93.87,7.74,573.11,2502.67,42.99,23.47,2.1702,Low,0
1,4,60.31,1.71,426.85,1675.39,246.29,60.31,0.5209,Low,0
6,2,229.62,5.52,1446.93,7616.46,363.56,38.27,0.5608,Low,1
2,2,83.51,3.26,760.74,2447.06,563.94,41.76,0.9768,Low,0
4,2,278.42,17.97,1731.79,8089.98,417.92,69.6,1.6057,Medium,0
2,3,101.89,12.98,921.8,3420.14,592.61,50.94,3.0107,Low,1
2,3,209.29,17.2,1601.7,5781.56,542.52,104.64,2.0034,Medium,0
5,3,303.01,0.53,1931.06,10076.55,126.47,60.6,0.0716,Low,1
3,2,310.48,0.76,2563.44,8848.91,1905.36,103.49,0.0719,Medium,0
4,2,209.11,12.16,1223.67,5671.53,69.18,52.28,1.3768,Low,0
6,3,530.93,1.48,3338.58,16060.04,41.61,88.49,0.1052,Medium,0
3,5,177.81,0.52,1185.26,4886.73,75.52,59.27,0.0144,Low,0
4,4,126.22,7.53,746.38,4100.09,13.66,31.56,1.3569,Low,1
5,4,253.25,41.28,2373.1,7051.57,394.48,50.65,3.9374,Low,1
5,3,281.62,19.99,1629.24,8478.84,131.89,56.32,1.5569,Low,0
4,3,172.1,14.44,1284.9,5732.97,2976.6,43.02,1.8984,Low,1
3,4,152.5,13.47,1303.46,4926.77,88.1,50.83,2.1022,Low,0
3,3,282.31,7.75,2162.59,8708.98,128.93,94.1,0.5588,Medium,0
3,3,304.89,8.8,2171.31,8805.67,87.7,101.63,0.6736,Medium,0
3,2,165.91,4.58,1503.58,4632.48,91.87,55.3,0.8077,Low,0
5,4,281.45,5.63,1642.65,9089.17,96.31,56.29,0.4883,Low,0
2,3,145.39,12.12,1249.66,4684.43,210.9,72.69,1.9544,Medium,0
8,4,837.85,54.72,5728.11,24977.96,226.47,104.73,1.4692,Medium,0
5,3,288.26,9.75,1819.35,8823.03,362.7,57.65,0.7927,Low,0
2,2,83.6,9.04,476.93,2430.73,31.98,41.8,2.4382,Low,0
1,5,79.29,10.27,678.17,2171.34,321.8,79.29,3.119,Medium,1
5,3,246.5,8.23,1599.89,7454.82,6.38,49.3,0.8671,Low,1
5,2,192.69,3.81,1261.71,5509.89,13.89,38.54,0.5341,Low,0
8,2,541.75,20.66,3814.11,15575.88,1911.3,67.72,0.8904,Medium,0
2,2,97.11,2.69,716.7,2867.29,73.61,48.56,0.696,Low,0
1,1,41.76,1.47,261.8,1355.4,234.46,41.76,0.7355,Low,1
7,3,1402.65,108.54,8271.65,41773.25,393.29,200.38,1.914,High,1
2,5,117.41,9.39,1114.17,3379.46,585.46,58.7,1.9607,Low,0
5,2,645.96,21.93,4178.13,18669.05,110.47,129.19,0.9922,High,0
1,4,63.52,15.26,583.76,2087.29,2300.02,63.52,5.7257,Low,1
5,4,242.79,5.76,2109.02,7805.36,133.12,48.56,0.6864,Low,0
2,4,81.99,0.37,606.7,2457.93,2.98,41.0,0.1645,Low,0
5,3,263.53,7.75,1577.34,8454.35,12.63,52.71,0.729,Low,0
4,3,691.27,28.43,5234.33,21318.45,96.2,172.82,0.8316,High,1
7,2,428.15,14.01,2288.68,12046.96,35.25,61.16,0.849,Medium,0
1,3,73.32,6.63,521.63,2063.04,11.67,73.32,2.1839,Low,0
2,3,84.87,2.84,547.38,2257.17,299.18,42.44,0.7456,Low,0
1,1,48.23,1.22,283.81,1310.57,2520.84,48.23,0.6707,Low,0
6,4,426.72,34.02,2605.01,13113.7,12.81,71.12,1.9371,Medium,0
4,3,407.35,14.43,2919.33,11406.11,50.5,101.84,0.9452,Medium,0
4,4,540.52,16.87,3651.41,17291.17,164.22,135.13,0.8119,High,0
2,3,75.74,0.27,457.85,2520.86,10.69,37.87,0.0701,Low,1
3,3,200.15,6.71,1576.86,5516.5,560.64,66.72,0.7553,Low,0
3,3,273.31,1.57,1659.63,8034.7,565.35,91.1,0.1489,Medium,0
3,2,179.08,26.72,1356.61,5183.05,407.76,59.69,3.5804,Medium,1
5,4,318.82,10.7,2721.98,8859.63,8.56,63.76,0.8938,Low,0
1,3,58.16,1.57,334.34,1812.25,120.34,58.16,0.5333,Low,0
4,3,141.66,2.41,939.65,4690.73,133.89,35.42,0.5016,Low,1
6,2,261.24,2.03,2033.09,7414.06,106.34,43.54,0.2767,Low,0
6,3,274.21,26.13,1752.57,8528.15,114.39,45.7,2.321,Low,0
5,1,367.86,30.44,2575.98,10772.21,6.2,73.57,2.0235,Medium,1
2,4,127.58,8.94,934.0,3918.18,98.81,63.79,1.7815,Low,0
4,4,444.24,33.95,3180.72,12107.31,72.95,111.06,1.6997,Medium,0
2,3,162.22,18.67,1065.5,5285.99,7.88,81.11,2.7419,Medium,1
1,2,44.05,1.56,351.81,1309.89,7.14,44.05,0.8595,Low,0
4,4,151.78,2.4,1049.38,4293.66,61.26,37.94,0.346,Low,0
6,4,207.53,4.58,1763.47,6005.83,106.48,34.59,0.4862,Low,0
1,3,76.04,6.14,459.71,2135.24,35.49,76.04,1.9357,Medium,0
1,2,48.89,0.37,398.63,1396.23,13.48,48.89,0.2705,Low,0
4,2,441.95,158.74,2587.84,13573.29,110.86,110.49,8.736,High,1
2,3,130.27,0.14,897.28,3912.03,7.75,65.14,0.1608,Low,0
4,4,153.32,0.37,1072.44,4485.54,69.31,38.33,0.01,Low,0
2,3,116.0,4.64,1072.36,3067.55,2.28,58.0,1.0097,Low,0
1,3,55.46,1.7,398.9,1800.35,141.95,55.46,0.7329,Low,1
4,2,171.71,1.18,1148.45,4706.53,373.67,42.93,0.1076,Low,0
6,2,1385.74,104.12,10179.17,44925.7,598.81,230.96,1.6521,High,1
5,1,402.01,11.6,2627.39,11673.32,40.6,80.4,0.9017,Medium,0
5,2,434.12,2.14,3283.02,12967.79,140.17,86.82,0.1838,Medium,0
2,0,128.77,0.44,1231.4,4119.29,75.82,64.39,0.01,Medium,0
6,3,200.24,6.97,1429.63,5397.16,89.65,33.37,0.7683,Low,0
3,3,101.43,24.26,662.81,3383.34,37.2,33.81,5.7796,Low,1
6,5,275.97,8.47,2092.91,9209.75,132.69,46.0,0.7411,Low,1
3,4,93.56,2.91,583.9,2666.39,90.11,31.19,0.7225,Low,0
2,2,144.41,4.4,998.44,4364.05,10.68,72.2,0.6563,Medium,0
2,3,81.88,2.16,618.51,2578.95,60.81,40.94,0.7309,Low,0
4,0,235.01,8.93,1596.87,7811.97,663.2,58.75,1.0092,Medium,1
1,5,54.78,3.09,343.44,1465.1,409.08,54.78,1.3049,Low,0
7,3,364.87,2.16,2898.53,9676.51,4.42,52.12,0.1137,Low,1
2,1,286.25,5.86,1617.71,8490.8,5.37,143.12,0.3869,High,1
3,3,81.6,0.2,618.02,2439.24,2759.89,27.2,0.0288,Low,0
2,5,52.43,1.8,410.28,1728.03,2.56,26.22,0.8412,Low,1
1,4,202.25,7.29,1300.37,6072.76,63.94,202.25,0.7712,High,1
5,2,224.78,3.73,1690.2,6265.26,311.44,44.96,0.4963,Low,0
4,3,239.23,28.69,1782.2,6804.93,375.69,59.81,3.0704,Low,1
5,4,128.82,11.75,1160.18,4267.5,1467.15,25.76,2.1374,Low,1
1,4,76.28,7.52,453.05,2167.49,3.53,76.28,2.5287,Medium,1
7,4,253.27,22.65,1404.85,7472.01,445.85,36.18,2.1413,Low,0
3,5,243.61,23.44,1823.06,6736.77,136.94,81.2,2.2519,Medium,0
7,3,327.83,28.45,2733.41,10346.15,127.06,46.83,1.9297,Low,0
1,4,49.66,2.11,394.72,1457.01,129.36,49.66,1.1774,Low,0
5,3,284.57,8.87,1680.81,7894.08,1814.6,56.91,0.718,Low,0
4,4,173.86,5.66,1756.92,5099.13,2554.63,43.46,0.8111,Low,0
3,3,348.91,41.21,2213.72,11206.82,120.72,116.3,2.8627,Medium,0
1,3,53.16,1.55,366.82,1627.43,268.59,53.16,0.6965,Low,0
4,3,195.84,19.07,1167.79,6325.15,137.52,48.96,2.3319,Low,0
1,4,77.81,2.3,657.78,2130.04,224.81,77.81,0.6483,Medium,0
4,1,304.79,10.19,2465.64,9545.88,5.72,76.2,0.8292,Medium,1
4,5,184.29,7.09,1645.33,6125.31,262.75,46.07,0.9216,Low,1
5,3,1008.97,1.56,6962.22,30089.78,65.49,201.79,0.0993,High,1
10,3,331.44,30.96,2695.08,9395.02,2250.09,33.14,2.2828,Low,0
2,4,116.94,3.0,781.12,3892.28,133.72,58.47,0.5021,Low,1
3,3,319.63,13.41,2110.72,8572.26,140.33,106.54,1.0114,Medium,0
3,5,141.69,4.83,888.95,4438.94,46.74,47.23,0.8375,Low,0
5,3,169.96,4.54,1234.92,5076.33,7.82,33.99,0.599,Low,0
7,3,225.27,7.45,1642.63,7129.66,9.41,32.18,0.8632,Low,0
8,5,306.88,48.52,2197.76,10055.36,477.5,38.36,3.6427,Low,1
7,4,346.82,8.58,2575.68,10356.39,113.0,49.55,0.5744,Low,0
6,2,1114.13,120.59,10086.23,36681.01,209.11,185.69,2.6577,High,1
10,2,297.66,5.6,2078.25,8871.71,400.52,29.77,0.5911,Low,0
3,3,157.39,4.13,1068.16,4635.25,2898.99,52.46,0.7587,Low,1
7,4,467.58,8.84,2941.75,14171.92,11.72,66.8,0.3027,Low,0
5,3,412.5,20.79,3586.28,13222.02,1531.74,82.5,1.172,Medium,0
2,4,126.74,5.76,1257.84,3543.83,140.88,63.37,1.0888,Low,0
1,1,29.62,0.55,163.21,850.53,1099.94,29.62,0.3887,Low,0
2,3,75.88,0.08,692.79,2047.48,107.78,37.94,0.01,Low,0
5,2,169.1,7.63,1447.75,5262.38,50.09,33.82,1.1116,Low,0
4,2,181.97,11.01,1245.9,5122.53,321.14,45.49,1.3716,Low,0
2,2,96.07,2.73,781.44,3120.31,1.03,48.04,0.7743,Low,1
5,2,178.45,4.54,1251.84,4944.46,1589.43,35.69,0.6738,Low,0
2,5,109.76,3.78,773.94,3191.99,33.78,54.88,0.7972,Low,0
6,2,934.32,30.95,6347.8,24883.48,107.33,155.72,0.8938,High,0
5,3,168.41,0.25,1042.65,4817.6,1500.99,33.68,0.0777,Low,0
8,0,975.36,17.81,7108.28,30323.93,1147.48,121.92,0.2869,High,0
2,4,124.42,3.03,803.71,3372.99,58.65,62.21,0.6006,Low,0
6,3,331.25,9.31,1980.92,10556.22,820.04,55.21,0.6257,Low,0
3,2,395.45,32.56,2501.97,11968.32,357.98,131.82,2.0366,High,0
3,0,121.91,5.23,958.02,3985.32,93.88,40.64,1.0618,Low,1
3,2,222.9,8.3,1441.39,6714.84,146.25,74.3,0.8832,Medium,0
4,3,428.14,56.96,3815.59,13973.13,74.04,107.04,3.1949,Medium,1
10,0,650.53,21.69,4542.86,19800.19,2655.92,65.05,0.5816,Medium,0
4,1,214.25,19.82,1748.16,6415.17,588.69,53.56,2.1669,Low,0
7,3,349.55,8.32,2209.73,10984.27,14.02,49.94,0.4591,Low,0
2,2,94.03,3.09,602.38,2960.11,221.43,47.02,0.829,Low,0
3,3,218.15,6.68,1858.35,5877.64,1.17,72.72,0.5677,Medium,1
4,2,191.29,1.41,1583.39,5497.06,6.52,47.82,0.167,Low,1
3,5,320.51,11.45,2669.17,8590.0,4.5,106.84,0.8194,Medium,1
8,3,404.49,40.16,2453.49,11110.55,50.29,50.56,2.3825,Low,0
5,2,223.95,22.22,1720.19,7039.95,2.23,44.79,2.3433,Low,1
3,1,199.48,16.07,1176.71,5377.15,111.42,66.49,1.913,Medium,0
5,3,326.06,1.8,3309.19,9524.56,44.22,65.21,0.1178,Low,0
3,4,358.6,27.6,3166.09,10385.06,139.81,119.53,1.8385,Medium,0
1,3,37.63,1.35,349.58,1122.73,4.18,37.63,0.8618,Low,0
4,2,232.79,7.92,1899.68,6300.3,469.4,58.2,0.8515,Medium,0
4,3,182.73,0.95,1246.09,5858.05,68.27,45.68,0.0761,Low,0
9,2,350.44,13.87,2772.28,10849.51,5.56,38.94,0.9664,Low,1
1,3,53.09,2.51,528.19,1764.58,78.8,53.09,1.0908,Low,1
4,3,190.0,1.07,1286.78,5897.28,55.37,47.5,0.0954,Low,0
1,3,56.13,2.03,325.17,1579.22,1320.66,56.13,0.8853,Low,0
2,4,95.94,2.3,658.73,3159.66,172.37,47.97,0.3533,Low,1
4,4,238.32,7.15,1476.57,7728.54,5.18,59.58,0.5838,Low,1
2,4,73.24,6.65,672.02,2420.49,127.6,36.62,2.1614,Low,1
5,3,272.68,18.7,2044.22,7584.65,153.98,54.54,1.5924,Low,0
4,3,215.38,11.81,1371.77,6626.93,530.44,53.84,1.2644,Low,0
2,3,130.88,3.74,1001.36,3647.47,1123.82,65.44,0.6621,Low,0
3,2,163.49,5.63,1351.83,4805.92,6.9,54.5,0.7795,Low,0
1,3,129.37,15.16,1007.17,4225.03,430.42,129.37,2.949,Medium,1
6,3,249.94,8.54,2022.79,8148.98,92.39,41.66,0.787,Low,0
1,3,86.88,3.29,595.77,2417.89,1059.31,86.88,0.8622,Medium,0
1,2,147.06,6.63,1059.36,4214.4,2511.23,147.06,1.198,High,0
4,3,187.23,0.9,1127.76,5870.92,4.66,46.81,0.2013,Low,1
8,2,390.3,12.98,2748.59,11138.07,0.68,48.79,0.857,Low,1
6,2,428.04,24.71,3318.58,13727.71,260.03,71.34,1.3048,Medium,0
2,4,229.23,26.45,1358.44,6392.15,413.19,114.62,2.6486,Medium,0
2,3,117.49,0.28,816.36,3381.43,13.98,58.74,0.1567,Low,0
4,3,153.78,4.14,947.1,4400.16,1841.3,38.44,0.606,Low,0
6,2,456.34,16.41,3230.94,14360.06,439.07,76.06,0.9627,Medium,0
3,2,118.93,11.57,977.09,3735.33,4.58,39.64,2.2917,Low,0
3,4,474.2,9.86,3341.49,13175.97,7.74,158.07,0.5627,High,1
1,4,67.52,2.9,629.66,1809.28,554.8,67.52,1.1129,Low,0
2,4,180.53,5.16,1037.1,5933.52,2.32,90.26,0.6927,Medium,1
4,4,256.64,24.31,2358.85,7810.27,43.21,64.16,2.252,High,0
1,3,78.18,5.47,551.07,2379.04,88.54,78.18,1.7722,Medium,0
2,4,152.42,4.18,942.73,4967.89,14.62,76.21,0.5704,Medium,1
2,3,107.69,2.41,837.76,3196.93,6.61,53.84,0.6018,Low,0
3,1,207.22,17.37,1431.41,6102.12,210.03,69.07,1.9854,Medium,0
1,3,57.33,2.19,409.27,1677.64,134.16,57.33,0.9479,Low,0
3,2,144.5,16.97,1076.01,4777.26,142.64,48.17,2.8074,Low,1
7,3,330.06,0.99,2229.64,9989.57,14.85,47.15,0.0557,Low,0
1,2,19.02,0.09,134.51,572.8,25.78,19.02,0.2036,Low,0
4,3,350.01,13.56,2671.35,11470.65,95.72,87.5,0.8975,Medium,1
6,4,309.96,36.17,2030.48,10117.55,203.39,51.66,2.7046,Low,1
3,3,159.03,6.22,1351.39,5125.44,21.83,53.01,0.8152,Low,0
2,2,177.99,30.38,1043.47,5211.47,372.49,89.0,4.1154,Medium,1
1,4,63.25,2.66,465.51,1829.24,23.11,63.25,1.0263,Low,0
4,4,200.25,0.21,1197.63,6392.78,7.54,50.06,0.1693,Low,1
4,2,335.26,10.69,2362.4,10009.41,71.61,83.82,0.7341,Medium,0
2,4,113.06,5.0,869.7,3160.6,51.47,56.53,1.1539,Low,0
6,3,252.04,16.47,1653.98,7353.54,186.33,42.01,1.6319,Low,0
5,3,346.94,29.3,2963.05,10875.04,3.74,69.39,2.0409,Medium,1
2,4,131.7,14.03,1309.11,3750.21,98.5,65.85,2.5754,Low,0
5,0,336.81,11.02,2355.53,11096.61,90.4,67.36,0.7806,Medium,1
2,3,95.35,10.58,691.19,2532.61,135.73,47.68,2.702,Low,0
4,1,193.7,14.65,1195.24,5722.47,563.49,48.42,1.8854,Low,0
1,4,59.66,3.39,324.7,1731.49,424.3,59.66,1.2093,Low,0
5,4,233.41,7.55,1688.6,7410.13,521.02,46.68,0.75,Low,0
2,1,95.87,3.95,812.47,2829.88,144.66,47.94,0.932,Low,1
4,0,230.27,7.3,1417.02,7390.56,103.15,57.57,0.8854,Low,0
2,5,50.46,5.88,335.86,1692.98,20.16,25.23,2.6876,Low,1
5,4,436.49,11.0,3524.36,14555.28,12.26,87.3,0.6464,Medium,1
1,4,61.75,1.3,446.42,1877.25,57.94,61.75,0.4399,Low,0
2,4,260.91,15.85,1493.29,6963.62,480.63,130.46,1.4174,Medium,0
2,3,166.09,9.7,1219.91,5504.04,326.71,83.04,1.2729,Medium,1
1,5,137.72,12.97,1096.66,3680.47,501.77,137.72,2.2513,High,0
5,4,189.04,3.83,1265.34,6022.62,9.15,37.81,0.4993,Low,0
9,1,328.09,11.45,1907.03,8926.48,117.36,36.45,0.8115,Low,0
5,4,254.23,104.49,2508.57,7412.15,271.4,50.85,9.9299,Low,1
6,3,195.82,21.95,1074.94,5558.91,80.29,32.64,2.6201,Low,0
1,2,39.1,1.13,309.66,1310.75,125.63,39.1,0.6872,Low,1
1,4,58.5,0.33,557.79,1671.96,266.79,58.5,0.0204,Low,0
4,3,252.83,0.3,1822.24,7204.09,4.08,63.21,0.0895,Low,1
8,4,378.33,44.28,2192.89,10528.97,49.71,47.29,2.7128,Low,0
4,4,187.24,15.6,1296.17,5957.03,51.02,46.81,2.0152,Low,0
3,5,161.86,4.71,1169.67,5018.62,141.07,53.95,0.6241,Low,0
2,1,90.61,3.38,888.68,2939.48,116.28,45.3,0.9371,Low,1
2,3,120.77,5.67,1214.77,3412.32,147.5,60.38,1.1791,Low,0
3,3,212.43,30.44,1957.81,6131.24,402.14,70.81,3.4534,Medium,1
5,4,271.23,9.66,1873.74,7899.13,818.92,54.25,0.8152,Low,0
1,3,55.45,0.32,426.33,1659.31,9.4,55.45,0.1517,Low,0
6,3,427.04,13.54,2928.37,12550.76,291.63,71.17,0.7845,High,0
7,0,482.62,53.7,2706.48,15756.91,2951.97,68.95,2.5521,Medium,1
6,3,796.68,61.11,5635.17,26438.09,124.09,132.78,1.9062,High,1
7,3,925.39,4.26,6828.96,28959.16,1.39,132.2,0.1017,High,1
1,2,43.47,0.08,315.69,1249.38,0.58,43.47,0.0965,Low,0
8,5,477.03,42.69,3756.88,14243.29,561.7,59.63,2.0616,Low,0
3,3,187.57,6.09,1804.1,5103.28,122.12,62.52,0.7746,Low,0
6,3,263.42,8.04,1980.48,8380.93,271.86,43.9,0.6191,Low,0
2,4,146.85,13.71,1105.84,4371.97,60.67,73.42,2.2176,Medium,0
3,2,195.05,15.9,1572.99,5240.12,8.65,65.02,1.9298,Medium,0
1,3,40.54,0.61,243.02,1354.63,477.56,40.54,0.3733,Low,1
1,4,43.43,1.49,264.59,1321.29,83.05,43.43,0.8177,Low,0
7,2,393.5,23.41,2673.24,13211.76,5.33,56.21,1.3223,Low,1
5,2,213.13,4.84,1343.63,6871.26,80.35,42.63,0.546,Low,0
4,1,211.56,12.86,1357.62,6628.08,200.41,52.89,1.5268,Low,0
4,5,236.92,12.85,1514.25,6667.09,535.85,59.23,1.4081,Low,0
5,3,301.1,9.95,1982.01,8506.13,10.33,60.22,0.7079,Low,0
3,3,188.14,4.93,1510.29,6104.99,49.71,62.71,0.596,Low,1
5,2,398.32,14.86,2764.49,13213.74,426.72,79.66,0.8485,Medium,1
3,3,162.0,3.74,1203.42,4616.65,0.84,54.0,0.5761,Low,0
4,4,142.84,5.5,1484.35,4396.04,173.86,35.71,0.9006,Low,0
8,4,289.26,1.21,2360.73,9126.23,352.57,36.16,0.0611,Low,0
3,1,190.89,5.47,1659.0,6326.12,277.88,63.63,0.6657,Medium,0
3,2,288.53,25.95,1887.97,9112.16,15.08,96.18,2.2356,High,0
6,2,352.13,0.69,2162.13,9920.13,103.97,58.69,0.0248,Medium,0
6,3,343.85,1.26,2299.92,10239.44,3.96,57.31,0.18,Low,1
10,3,1472.44,37.76,10872.53,43844.48,10.86,147.24,0.4652,High,0
4,4,169.62,12.57,1302.4,5530.55,137.65,42.4,1.6584,Low,1
3,4,255.2,25.1,2299.81,7075.01,3.81,85.07,2.3332,Medium,1
2,3,173.59,8.02,1640.29,4986.85,139.97,86.8,1.0794,Medium,0
1,3,43.4,0.14,305.12,1189.07,1099.01,43.4,0.0263,Low,0
5,3,276.53,1.58,2009.37,8420.09,4.52,55.31,0.1258,Low,1
2,4,92.24,9.95,652.88,2758.11,400.09,46.12,2.6227,Low,0
4,3,247.26,4.44,1694.87,7162.81,2457.41,61.82,0.6065,Low,0
7,4,316.85,31.34,2565.23,9632.63,223.04,45.26,2.2399,Low,0
7,3,662.08,15.03,4559.98,21592.48,96.66,94.58,0.3859,Medium,1
1,4,59.08,0.07,420.48,1888.23,28.97,59.08,0.1044,Low,0
3,4,124.47,9.6,804.55,3645.86,23.54,41.49,1.7605,Low,0
6,3,430.89,1.82,3353.55,12671.34,129.18,71.82,0.1436,Medium,0
4,4,163.82,18.63,1396.51,5030.14,554.88,40.96,2.7165,Low,0
5,3,363.36,39.34,3280.27,10725.75,135.94,72.67,2.7179,Medium,0
6,4,366.91,28.13,2512.39,9767.12,125.41,61.15,1.766,Low,0
3,4,160.62,3.24,1006.27,4817.99,201.11,53.54,0.3607,Low,0
3,3,191.64,0.58,1384.56,5592.27,17.35,63.88,0.01,Low,0
3,3,182.18,0.21,1293.55,4980.68,572.41,60.73,0.01,Low,0
4,2,379.38,1.96,2508.04,12623.11,28.46,94.84,0.1597,Medium,1
3,2,139.25,11.04,1080.08,3781.83,77.13,46.42,1.8116,Low,0
5,3,196.84,0.89,1258.89,6201.44,2.19,39.37,0.1493,Low,1
6,0,178.74,6.46,1225.72,5577.71,38.71,29.79,0.8564,Low,0
2,4,114.23,7.25,665.09,3404.43,43.07,57.12,1.4426,Low,0
8,3,438.37,34.09,3199.86,11806.59,184.16,54.8,1.9194,Low,0
4,4,120.09,11.79,829.86,3647.66,2236.75,30.02,2.3416,Low,0
6,4,480.07,39.82,3776.97,14734.43,79.65,80.01,2.0445,Medium,0
